model,sigma,L,Tx_G_mean,Tx_G_std,Tx_chi_mean,Tx_chi_std
diluted,0.375,256,1.9072530337194957,0.0070428290557025385,2.0231092789857774,0.004123150752547934
diluted,0.375,512,1.9753332420549106,0.006861764524442471,2.033795051454036,0.00420936038281394
diluted,0.375,1024,2.012545187683406,0.006627129701776499,2.0420817120165125,0.0034750448344406416
diluted,0.375,2048,2.0223274652258603,0.00690589317746658,2.04220212235448,0.003922422329581444
diluted,0.375,4096,2.0401247048867135,0.007285063142747523,2.0523062316626146,0.003339131859052118
