d,L,Q,Av,Median
4,9,0.0,0.000332116,0.0
4,9,0.000152416,0.000430906,1.2517e-06
4,9,0.000457247,0.000529622,2.41399e-06
4,9,0.0007620789999999999,0.000628353,3.63588e-06
4,9,0.00106691,0.0007270789999999999,4.94719e-06
4,9,0.00137174,0.0008258310000000001,6.16908e-06
4,9,0.00167657,0.0009245289999999999,7.39098e-06
4,9,0.00198141,0.00102333,8.67248e-06
4,9,0.00228624,0.00112205,1.00732e-05
4,9,0.00259107,0.00122085,1.12355e-05
4,9,0.0028959,0.00131956,1.24872e-05
4,9,0.00320073,0.00141831,1.38283e-05
4,9,0.00350556,0.00151708,1.50502e-05
4,9,0.00381039,0.00161584,1.61529e-05
4,9,0.00411523,0.00171464,1.75238e-05
4,9,0.00442006,0.00181341,1.86861e-05
4,9,0.00472489,0.00191226,2.0057e-05
4,9,0.00502972,0.00201105,2.11596e-05
4,9,0.00533455,0.00210991,2.2381500000000002e-05
4,9,0.00563938,0.00220868,2.35736e-05
4,9,0.00594422,0.00230748,2.4944499999999998e-05
4,9,0.00624905,0.00240624,2.61366e-05
4,9,0.00655388,0.00250507,2.75076e-05
4,9,0.00685871,0.0026039,2.864e-05
4,9,0.00716354,0.00270273,2.99215e-05
4,9,0.00746837,0.00280156,3.12626e-05
4,9,0.00777321,0.00290045,3.26335e-05
4,9,0.00807804,0.00299935,3.37958e-05
4,9,0.00838287,0.00309826,3.50773e-05
4,9,0.008687700000000001,0.00319724,3.6478e-05
4,9,0.00899253,0.0032960999999999997,3.78788e-05
4,9,0.00929736,0.00339498,3.9100599999999996e-05
4,9,0.00960219,0.00349394,4.04715e-05
4,9,0.00990703,0.00359287,4.18425e-05
4,9,0.0102119,0.00369178,4.30942e-05
4,9,0.0105167,0.00379072,4.4196800000000003e-05
4,9,0.0108215,0.00388961,4.53591e-05
4,9,0.0111264,0.00398863,4.66704e-05
4,9,0.0114312,0.00408764,4.78625e-05
4,9,0.011736,0.00418654,4.9293000000000004e-05
