Sigma,N,Delta,Delta_err
0.0,64,0.3845698500394633,0.008711026067341797
0.0,128,0.4211618257261411,0.008912604564851496
0.0,256,0.4444444444444444,0.009348959153592695
0.0,512,0.479655241531369,0.009805231355890967
0.0,1024,0.5114603798297315,0.01294110860862443
