sigma,L,T,mean,sem
0.0,2048,0.75,0.7541108654831234,0.002561009854407872
0.0,2048,0.775,0.7278465511034954,0.002658578624782023
0.0,2048,0.8,0.6954306726843793,0.002767144246452818
0.0,2048,0.825,0.6542960431501191,0.002896117341279616
0.0,2048,0.85,0.604032385277414,0.003043346884319951
0.0,2048,0.875,0.543046170215029,0.0031463687883480475
0.0,2048,0.9,0.4709456841524577,0.0031978548888419904
0.0,2048,0.925,0.3894556463775595,0.003120008309414897
0.0,2048,0.95,0.30305121653830586,0.0028488050290062057
0.0,2048,0.975,0.21861738290301316,0.002456105099982758
0.0,2048,1.0,0.14536694126973992,0.0019436346926280032
0.0,2048,1.025,0.09093974976288233,0.0014847309675993345
0.0,2048,1.05,0.053380584892586985,0.0010872729580174193
0.0,2048,1.075,0.03130478666551018,0.0008071752713249001
0.0,2048,1.1,0.019414518979714347,0.0005834330975252295
0.0,2048,1.125,0.01318338086389982,0.0004603115908736325
0.0,2048,1.15,0.009273244934107062,0.00041560106394433467
0.0,2048,1.175,0.00801766808591707,0.0003874949341847275
0.0,2048,1.2,0.005531775428652686,0.00038504889358161715
0.0,2048,1.225,0.004289112627339579,0.00039449456956981016
0.0,2048,1.25,0.004093878862604314,0.00038250627964359687
0.0,2048,1.275,0.0038634302136522423,0.00039093387838994573
0.0,2048,1.3,0.0036475337003785296,0.000377705585697175
0.0,2048,1.325,0.0035137638058392647,0.0003814126267764452
0.0,2048,1.35,0.002460957574900705,0.00038933773539739886
0.0,2048,1.375,0.0017336336754637358,0.00039011552404180384
0.0,2048,1.4,0.002308111520986999,0.0003804198664952477
0.0,2048,1.425,0.001348276467945676,0.0003853137330857481
0.0,2048,1.45,0.001999445277193506,0.0003912119055715109
0.0,2048,1.475,0.0014377774128105866,0.0003887811371938563
0.0,2048,1.5,0.0013482191479059625,0.0003833068072809891
