Sigma,N,Delta,Delta_err
0.896,64,0.03576923076923077,0.003709096446535752
0.896,128,0.036937541974479515,0.002875583742705424
0.896,256,0.038323857654242996,0.0028407533298024936
0.896,512,0.04232469993682881,0.002985354154297289
0.896,1024,0.04527268898715519,0.0030875717621847085
