sigma,L,T,mean,sem
0.0,64,0.5,5.572317439319997,0.01638664420642875
0.0,64,0.525,5.170082192409995,0.015575993548958087
0.0,64,0.55,4.787944644649988,0.014754435573254666
0.0,64,0.575,4.423133049249985,0.013924023912533973
0.0,64,0.6,4.080586383290013,0.013085819649179693
0.0,64,0.625,3.7551374102099864,0.012246936193170709
0.0,64,0.65,3.4510359391099965,0.011420808411233557
0.0,64,0.675,3.166678483149988,0.010606352266008277
0.0,64,0.7,2.9031434378299847,0.00981300678329295
0.0,64,0.725,2.6575938973800284,0.009033212530247168
0.0,64,0.75,2.4327518525799983,0.008291545049837359
0.0,64,0.775,2.2253569023500024,0.00756786310464895
0.0,64,0.8,2.036539037899997,0.006884590308152332
0.0,64,0.825,1.8636882366800005,0.006232587467995218
0.0,64,0.85,1.7073970141899941,0.005619085571725261
0.0,64,0.875,1.5659993941200077,0.005049407063867754
0.0,64,0.9,1.4389378831299928,0.004519705386911651
0.0,64,0.925,1.324323130599987,0.004027281940270865
0.0,64,0.95,1.2221282300999985,0.0035805190011225846
0.0,64,0.975,1.1303451076200035,0.0031716424912292306
0.0,64,1.0,1.0486326471499987,0.0028027848520453865
0.0,64,1.025,0.9755273753199956,0.0024709633736771488
0.0,64,1.05,0.9108879406499996,0.0021738838956014725
0.0,64,1.075,0.8530299992499961,0.001908771714881831
0.0,64,1.1,0.8015623616199963,0.0016781852450121256
0.0,64,1.125,0.7557374929000029,0.0014705410779736975
0.0,64,1.15,0.7146017335100026,0.0012889596510591824
0.0,64,1.175,0.6784112622200009,0.0011324135250887243
0.0,64,1.2,0.6458694072599965,0.0009942672380674796
0.0,64,1.225,0.6166490321300009,0.0008733720499722416
0.0,64,1.25,0.5906106836799994,0.0007696118804787492
0.0,64,1.275,0.5669748355399998,0.0006787499499725866
0.0,64,1.3,0.5457485882200012,0.0005999288216660772
0.0,64,1.325,0.5266616008999991,0.0005316115844917741
0.0,64,1.35,0.5094558532599985,0.00047229149501512195
0.0,64,1.375,0.4936967980099989,0.00042117268713135527
0.0,64,1.4,0.4793748286199969,0.0003768681261195866
0.0,64,1.425,0.4664647109799989,0.00033700744332822185
0.0,64,1.45,0.4545459588599981,0.00030237279953257835
0.0,64,1.475,0.4435492789099992,0.0002733719325713004
0.0,64,1.5,0.4335918125600005,0.00024783588349676757
0.0,64,1.525,0.4243152148900004,0.0002244211506837515
0.0,64,1.55,0.41585656315000014,0.0002049198065577686
0.0,64,1.575,0.4079845405499997,0.00018836234704508
0.0,64,1.6,0.40074814902000144,0.00017245062537657124
0.0,64,1.625,0.3938602145399996,0.00015843038533274072
0.0,64,1.65,0.3876686274800009,0.00014589431395101068
