sigma,z,L,T,mean,sem
0.0,6,1024,1.85,0.3670836334047872,0.002295635571257504
0.0,6,1024,1.875,0.3397579993554633,0.002247400958649941
0.0,6,1024,1.9,0.3122049878466596,0.0021906757420955348
0.0,6,1024,1.925,0.28531111772717643,0.0021210615671616267
0.0,6,1024,1.95,0.2596928936484418,0.002035879379477879
0.0,6,1024,1.975,0.23395320751702986,0.0019534256194333748
0.0,6,1024,2.0,0.21028322162183602,0.0018483788414872789
0.0,6,1024,2.025,0.18710606975035352,0.0017381318792188286
0.0,6,1024,2.05,0.1660292727806198,0.0016372540081488062
0.0,6,1024,2.075,0.1462303046682211,0.0015146501809738862
0.0,6,1024,2.1,0.12848234826282018,0.0014083591716051091
0.0,6,1024,2.125,0.1129031712597427,0.0012973695622884045
0.0,6,1024,2.15,0.09807998350110354,0.0011964588977855155
0.0,6,1024,2.175,0.08582248091860817,0.0010789992025972508
0.0,6,1024,2.2,0.07457835770853714,0.0009984506359861005
0.0,6,1024,2.225,0.0652092871948768,0.0009186825865564909
0.0,6,1024,2.25,0.056986198078291174,0.0008036902277691237
0.0,6,1024,2.275,0.04987972751936599,0.0007560551795027538
0.0,6,1024,2.3,0.043403177916177135,0.0006704204257550644
0.0,6,1024,2.325,0.03875842295347224,0.0006197504388309754
0.0,6,1024,2.35,0.03450381382239813,0.0005724188532612541
0.0,6,1024,2.375,0.030131454676496264,0.0005408365466741514
0.0,6,1024,2.4,0.026374825335170708,0.0005098948420956762
0.0,6,1024,2.425,0.02448369049962124,0.00047389165658051277
0.0,6,1024,2.45,0.02143271670976327,0.0004584980471740797
0.0,6,1024,2.475,0.018940445435989342,0.000439955100830291
0.0,6,1024,2.5,0.018117064505239328,0.00041874885052750014
