L,k,LogSweeps,mean,sem,knorm
18,10000,10,68.78483958861847,0.005582799098571207,1.0
18,11000,10,35.06925031638183,0.003235974551386542,1.4142135623730951
18,11110,10,17.72197489836738,0.0012068344798062877,2.0
18,20000,10,18.265237004287115,0.0008125217188526398,2.0
