b,mean,sem
1,0.394243925015,0.00120578292091
2,0.314664119864,0.00129292963907
3,0.262009812797,0.00149936689456
4,0.20833010459,0.00198860421088
5,0.153847872171,0.00253240957615
6,0.101643135466,0.002863756973
7,0.0530523787384,0.00312139076944
8,0.0194208815172,0.00311551781853
9,0.0039182008004,0.0029784517403
10,0.003318825346,0.00292506727862
11,0.0005260163236,0.00287085375619
12,0.000718600348,0.00280898177126
13,0.0003769832976,0.00276643007613
