d,L,Q,Av,Median
3,12,0.0,0.000127209,2.98023e-07
3,12,0.00115741,0.00038168,9.23872e-07
3,12,0.00231481,0.000636033,1.54972e-06
3,12,0.00347222,0.000890264,2.13086e-06
3,12,0.00462963,0.00114437,2.80142e-06
3,12,0.00578704,0.0013982999999999999,3.44217e-06
3,12,0.00694444,0.00165219,4.1425199999999994e-06
3,12,0.00810185,0.00190574,4.82798e-06
3,12,0.00925926,0.00215903,5.438919999999999e-06
3,12,0.010416700000000001,0.00241213,6.13928e-06
3,12,0.0115741,0.00266488,6.839630000000001e-06
3,12,0.0127315,0.00291736,7.55489e-06
3,12,0.013888900000000001,0.00316947,8.25524e-06
3,12,0.015046299999999999,0.00342133,9.01521e-06
3,12,0.0162037,0.00367284,9.81987e-06
3,12,0.017361099999999997,0.00392383,1.07735e-05
3,12,0.0185185,0.00417453,1.1533499999999999e-05
3,12,0.019675900000000003,0.00442469,1.2233800000000001e-05
3,12,0.0208333,0.00467456,1.31577e-05
3,12,0.021990700000000002,0.00492397,1.39624e-05
3,12,0.023148099999999998,0.00517295,1.48416e-05
3,12,0.024305599999999997,0.00542145,1.57803e-05
3,12,0.025463,0.00566952,1.65999e-05
3,12,0.026620400000000002,0.00591718,1.75983e-05
3,12,0.027777800000000002,0.00616449,1.8298599999999998e-05
3,12,0.028935200000000005,0.00641132,1.91927e-05
3,12,0.030092599999999997,0.00665773,2.04444e-05
3,12,0.03125,0.00690385,2.1472600000000002e-05
3,12,0.0324074,0.00714947,2.2545500000000003e-05
3,12,0.033564800000000006,0.00739479,2.3528899999999998e-05
3,12,0.034722199999999995,0.00763965,2.44379e-05
3,12,0.0358796,0.00788422,2.58833e-05
3,12,0.037037,0.0081284,2.72244e-05
3,12,0.0381944,0.00837223,2.85506e-05
3,12,0.0393519,0.00861571,2.96235e-05
3,12,0.040509300000000005,0.0088589,3.08305e-05
3,12,0.041666699999999994,0.00910179,3.19481e-05
3,12,0.0428241,0.00934436,3.30955e-05
3,12,0.0439815,0.00958655,3.42429e-05
3,12,0.0451389,0.00982848,3.5584000000000004e-05
3,12,0.046296300000000006,0.01007,3.69251e-05
3,12,0.047453699999999994,0.0103113,3.80278e-05
3,12,0.0486111,0.010552299999999999,3.94136e-05
3,12,0.0497685,0.010793,4.06355e-05
3,12,0.0509259,0.0110335,4.18425e-05
3,12,0.052083300000000006,0.0112735,4.28855e-05
3,12,0.053240699999999995,0.0115134,4.4331000000000006e-05
3,12,0.0543981,0.011753,4.56125e-05
3,12,0.055555600000000004,0.011992200000000001,4.69387e-05
3,12,0.056713,0.0122311,4.8056199999999996e-05
3,12,0.05787040000000001,0.0124698,4.92483e-05
3,12,0.059027800000000005,0.0127081,4.9859300000000006e-05
3,12,0.060185199999999994,0.012946100000000002,5.1587799999999994e-05
3,12,0.06134259999999999,0.0131839,5.30332e-05
3,12,0.0625,0.0134214,5.52684e-05
3,12,0.0636574,0.013658700000000001,5.70863e-05
3,12,0.0648148,0.013895600000000001,5.79953e-05
3,12,0.0659722,0.014132299999999999,6.06775e-05
3,12,0.06712960000000001,0.014368700000000002,6.222729999999999e-05
3,12,0.068287,0.0146049,6.38366e-05
3,12,0.06944439999999999,0.014841,6.54608e-05
3,12,0.0706019,0.0150767,6.79493e-05
3,12,0.07175930000000001,0.0153124,7.00504e-05
3,12,0.07291669999999999,0.015547899999999998,7.23749e-05
3,12,0.0740741,0.0157833,7.484850000000001e-05
3,12,0.0752315,0.0160186,7.70837e-05
3,12,0.0763889,0.0162538,8.06153e-05
3,12,0.07754630000000001,0.0164888,8.326770000000001e-05
3,12,0.07870369999999999,0.0167239,8.472799999999999e-05
3,12,0.0798611,0.016959099999999998,8.758899999999999e-05
3,12,0.0810185,0.017194,9.01669e-05
3,12,0.0821759,0.0174291,9.252139999999999e-05
3,12,0.08333330000000001,0.0176643,9.62913e-05
3,12,0.08449069999999999,0.017899599999999998,9.88096e-05
3,12,0.0856481,0.0181351,0.000100478
3,12,0.08680560000000001,0.018370599999999997,0.00010499399999999999
3,12,0.087963,0.0186063,0.000106841
3,12,0.08912039999999999,0.0188423,0.000109091
3,12,0.0902778,0.019078499999999998,0.000111506
3,12,0.0914352,0.019315,0.000115067
3,12,0.09259260000000001,0.0195516,0.000118807
3,12,0.09375,0.0197887,0.000123367
3,12,0.09490739999999999,0.020026,0.000127137
3,12,0.0960648,0.020263800000000002,0.000131264
3,12,0.0972222,0.0205019,0.000135407
3,12,0.09837960000000001,0.0207405,0.000138879
3,12,0.099537,0.020979400000000002,0.000140712
3,12,0.100694,0.0212188,0.00014472
3,12,0.101852,0.0214587,0.00014779
