Sigma,N,Delta,Delta_err
0.896,64,0.09769230769230769,0.006129760557888164
0.896,128,0.10364898141929707,0.004816976671446164
0.896,256,0.11202358391240261,0.004856838321613307
0.896,512,0.1134975784375658,0.00488868678300438
0.896,1024,0.12971151821436092,0.005226226003786421
