Sigma,LogSweeps,Mean,Mean_err,Median,Median_err
0.896,23,0.03640852090773125,0.0012606411937415795,0.00043408626318073115,5.538552778643434e-05
0.896,24,0.036501224046262985,0.001263080084648598,0.0004485651254653314,5.418750315169625e-05
0.896,25,0.036411898516512026,0.0012569329103280001,0.00044544689357296145,5.200284390967416e-05
