T,N,Delta,Delta_err
0.5,256,0.21955700000000003,0.0072588692
0.5,625,0.226872,0.0065518956000000005
0.5,1296,0.243144,0.0074880566
0.5,2401,0.23958800000000002,0.006528896
0.5,4096,0.260898,0.0079201906
0.5,6561,0.239535,0.007779306
