sigma,z,L,T,mean,sem
0.0,6,2048,1.85,2.8412309753983656,0.020201552580516282
0.0,6,2048,1.875,2.5256373967429546,0.017797926185842944
0.0,6,2048,1.9,2.243135663734796,0.015583715975172776
0.0,6,2048,1.925,1.9908749337022067,0.013562683967095144
0.0,6,2048,1.95,1.7665794427810253,0.011725409387719323
0.0,6,2048,1.975,1.5706122261143245,0.010100595673640642
0.0,6,2048,2.0,1.3982353878069993,0.00863422692102292
0.0,6,2048,2.025,1.246432869825037,0.007362907001843384
0.0,6,2048,2.05,1.115081700567919,0.006222940819130569
0.0,6,2048,2.075,1.0005291090658928,0.0052430674583198705
0.0,6,2048,2.1,0.9008996811050686,0.004401936773746961
0.0,6,2048,2.125,0.8145639378509754,0.0036847764660590775
0.0,6,2048,2.15,0.7396498372835416,0.0030657854312484485
0.0,6,2048,2.175,0.6751234081590303,0.002549879140008686
0.0,6,2048,2.2,0.6186983501253694,0.0021258451274266234
0.0,6,2048,2.225,0.5693015007338571,0.0017774749106000934
0.0,6,2048,2.25,0.5266539251561173,0.0014763164851293836
0.0,6,2048,2.275,0.4892452857159619,0.0012354220863856464
0.0,6,2048,2.3,0.4565577088999683,0.0010341175416719727
0.0,6,2048,2.325,0.4280863565596344,0.0008720158039494162
0.0,6,2048,2.35,0.402501217612145,0.0007438861446635613
0.0,6,2048,2.375,0.3801642538284585,0.0006362294984245716
0.0,6,2048,2.4,0.35979273531402445,0.0005434290832239177
0.0,6,2048,2.425,0.34199897482925234,0.000469551661833566
0.0,6,2048,2.45,0.3258501310621297,0.0004108021750359484
0.0,6,2048,2.475,0.3115880466443763,0.0003623916474493116
0.0,6,2048,2.5,0.29846057431080264,0.00031823103055144027
