model,sigma,L,Tx_G_mean,Tx_G_std,Tx_chi_mean,Tx_chi_std
complete,0.25,64,0.8797027003323019,0.006758498316784478,0.9830616331701459,0.003740252565191554
complete,0.25,128,0.9372812764551451,0.004630558684250122,0.9936149559231194,0.0026072352139934283
complete,0.25,256,0.9725322462006661,0.004396136312892317,0.9943924193996426,0.0027921501710903873
complete,0.25,512,0.9795816087387973,0.004349056748620034,0.9995403752165261,0.002376542901908871
complete,0.25,1024,0.987687039758897,0.004707262715814913,0.9979115835387274,0.0024810382678569975
complete,0.25,2048,0.9960692598088084,0.0038565141922507584,1.0000385036899373,0.0024530511480365977
