L,T,chi,chi_err
16,7.9,0.210745393152,0.0006333918489397807
16,7.945,0.23275827145386666,0.0007244058655501383
16,7.9910000000000005,0.26222683750400005,0.0009666221473223572
16,8.036,0.2966324772864,0.0008643225172538215
16,8.082,0.33596122726399985,0.0011011157032006977
16,8.127,0.3842425312597333,0.0010593791354213283
16,8.172,0.4456540296533333,0.0012791664425131017
16,8.218,0.5243784440490666,0.001405324815549308
16,8.263,0.6236656588117334,0.0018739083919809246
16,8.309,0.7624330270037333,0.002018528529546764
16,8.354,0.9457809118549332,0.002020403525354511
16,8.4,1.2061343525546666,0.0036480976177892923
16,8.445,1.5686149079040002,0.0046113512842519775
16,8.49,2.115659956224,0.005770903618462973
16,8.508773,2.451311531349333,0.005114090184249557
16,8.511883000000001,2.510010783061332,0.005214349948961849
16,8.514992,2.574505284949334,0.0049689211171636645
16,8.518101,2.6408852957866658,0.005407587353101188
16,8.52121,2.723403874304001,0.005835128532257319
16,8.524319,2.8022751996586663,0.006195363878705175
16,8.527428,2.895324583253334,0.00634476719162074
16,8.530536999999999,2.977488382634668,0.006269829088177299
16,8.533646000000001,3.0701290127360017,0.005890371121290198
16,8.536,3.1544553198933323,0.007985507807538945
16,8.536755,3.1655712085333327,0.00648755165585088
16,8.539864999999999,3.2606745832106663,0.007631012960787117
16,8.542974000000001,3.3092648359253345,0.007055688647211026
16,8.546083,3.379413822122668,0.007301576087989666
16,8.549192,3.4269636198399986,0.006886489261492591
16,8.552301,3.4523596335786633,0.007116230368832587
16,8.55541,3.458337079295999,0.007071054196839344
16,8.558519,3.4635034897066657,0.007272573572789237
16,8.561628,3.439199753557333,0.006976578257939778
16,8.564738,3.4132642365440025,0.006726978764392417
16,8.567847,3.3835357689173318,0.006676223540004471
16,8.570955999999999,3.3442214106453334,0.006803440696432169
16,8.574065,3.3052828467199977,0.006059623806359459
16,8.577174000000001,3.255341241685336,0.007001333078497104
16,8.580283,3.1919274612053328,0.006309210042765478
16,8.581,3.185660832426668,0.008310155588681659
16,8.583392,3.157191289514667,0.006538561863019105
16,8.586501,3.1073836455253327,0.006093147349976428
16,8.58961,3.0505641082879973,0.005853919244333784
16,8.59272,3.0147317978453327,0.005999717531801128
16,8.595829,2.964385584469334,0.005754048456853504
16,8.598938,2.9051741634559978,0.005441167536086951
16,8.602047,2.8664921784320008,0.0057628502858847
16,8.605156,2.810869776384,0.005340601036013045
16,8.627,2.521265340416,0.007308280665056266
16,8.672,2.0587896285866667,0.005037235923382331
16,8.717,1.7274057960106666,0.004788447601603873
16,8.763,1.4871980059306669,0.004632513338781621
16,8.77846,1.4220525568,0.0040040897529031285
16,8.808,1.3068144913066664,0.003953901561837134
16,8.854,1.172678180864,0.003164230648452504
16,8.899,1.0554473818794663,0.002487838229672515
16,8.945,0.9597430595584001,0.002619122101542522
16,8.99,0.8787588765013329,0.0024936374005588486
16,9.035,0.8122701425322668,0.0024954654251229304
16,9.081,0.7575760229717337,0.0019516152177560808
16,9.126,0.7079804840618668,0.0019892556067815023
16,9.172,0.6652440608768,0.0017223894795907672
16,9.217,0.6312743097685334,0.001974008829420573
