-1.000000000000000000e+00 5.500000000000000444e-01 0.000000000000000000e+00
-9.682539682539682557e-01 5.500000000000000444e-01 6.361007690396932668e-04
-9.365079365079365115e-01 5.500000000000000444e-01 9.682655334510739675e-02
-9.047619047619047672e-01 5.500000000000000444e-01 1.083189010626739002e+00
-8.730158730158730229e-01 5.500000000000000444e-01 2.712477684015647039e+00
-8.412698412698412787e-01 5.500000000000000444e-01 2.561629295343666346e+00
-8.095238095238095344e-01 5.500000000000000444e-01 1.346980094911824688e+00
-7.777777777777777901e-01 5.500000000000000444e-01 6.646680831935135592e-01
-7.460317460317460458e-01 5.500000000000000444e-01 5.405187606751297169e-01
-7.142857142857143016e-01 5.500000000000000444e-01 5.484085083039286213e-01
-6.825396825396825573e-01 5.500000000000000444e-01 4.302988052351440218e-01
-6.507936507936508130e-01 5.500000000000000444e-01 2.774229049682839232e-01
-6.190476190476190688e-01 5.500000000000000444e-01 2.055559158332532221e-01
-5.873015873015873245e-01 5.500000000000000444e-01 2.401332855225287166e-01
-5.555555555555555802e-01 5.500000000000000444e-01 3.617143630981929370e-01
-5.238095238095238360e-01 5.500000000000000444e-01 5.369539260828101179e-01
-4.920634920634920917e-01 5.500000000000000444e-01 8.251342773470926595e-01
-4.603174603174603474e-01 5.500000000000000444e-01 9.124832153342813390e-01
-4.285714285714286031e-01 5.500000000000000444e-01 5.931901931724028465e-01
-3.968253968253968589e-01 5.500000000000000444e-01 2.644052505500456007e-01
-3.650793650793651146e-01 5.500000000000000444e-01 1.493816375740605884e-01
-3.333333333333333703e-01 5.500000000000000444e-01 1.536016464233400103e-01
-3.015873015873016261e-01 5.500000000000000444e-01 1.682424545286181072e-01
-2.698412698412698818e-01 5.500000000000000444e-01 1.785049438473367556e-01
-2.380952380952381375e-01 5.500000000000000444e-01 2.119884490966124080e-01
-2.063492063492063933e-01 5.500000000000000444e-01 2.192420959468514563e-01
-1.746031746031746490e-01 5.500000000000000444e-01 1.808271408079764608e-01
-1.428571428571429047e-01 5.500000000000000444e-01 1.633663177487787443e-01
-1.111111111111111605e-01 5.500000000000000444e-01 1.545124053951799081e-01
-7.936507936507941618e-02 5.500000000000000444e-01 1.108560562131055832e-01
-4.761904761904767192e-02 5.500000000000000444e-01 6.549167633055147375e-02
-1.587301587301592765e-02 5.500000000000000444e-01 4.880142211925764945e-02
1.587301587301581662e-02 5.500000000000000444e-01 4.785919189455378059e-02
4.761904761904744987e-02 5.500000000000000444e-01 6.320190429727176595e-02
7.936507936507930516e-02 5.500000000000000444e-01 1.070680618281460716e-01
1.111111111111111605e-01 5.500000000000000444e-01 1.521329879766201987e-01
1.428571428571427937e-01 5.500000000000000444e-01 1.632909774777387413e-01
1.746031746031744269e-01 5.500000000000000444e-01 1.779918670649368595e-01
2.063492063492062822e-01 5.500000000000000444e-01 2.174243927001317245e-01
2.380952380952381375e-01 5.500000000000000444e-01 2.170467376710117358e-01
2.698412698412697708e-01 5.500000000000000444e-01 1.813831329346964061e-01
3.015873015873014040e-01 5.500000000000000444e-01 1.695365905762979131e-01
3.333333333333332593e-01 5.500000000000000444e-01 1.557502746578997566e-01
3.650793650793651146e-01 5.500000000000000444e-01 1.485967636115006762e-01
3.968253968253967479e-01 5.500000000000000444e-01 2.511329650879673414e-01
4.285714285714283811e-01 5.500000000000000444e-01 5.661354064920862683e-01
4.603174603174602364e-01 5.500000000000000444e-01 9.039669036926823997e-01
4.920634920634920917e-01 5.500000000000000444e-01 8.385763168350908181e-01
5.238095238095237249e-01 5.500000000000000444e-01 5.379161834728900526e-01
5.555555555555553582e-01 5.500000000000000444e-01 3.597774505612331697e-01
5.873015873015872135e-01 5.500000000000000444e-01 2.443408966063682075e-01
6.190476190476190688e-01 5.500000000000000444e-01 2.042045593260534420e-01
6.507936507936507020e-01 5.500000000000000444e-01 2.699890136713248845e-01
6.825396825396823353e-01 5.500000000000000444e-01 4.154825210575459060e-01
7.142857142857141906e-01 5.500000000000000444e-01 5.417222976728894857e-01
7.460317460317460458e-01 5.500000000000000444e-01 5.390596389759297891e-01
7.777777777777776791e-01 5.500000000000000444e-01 6.394453048639168191e-01
8.095238095238093123e-01 5.500000000000000444e-01 1.280603408815833566e+00
8.412698412698411676e-01 5.500000000000000444e-01 2.494991302495675356e+00
8.730158730158730229e-01 5.500000000000000444e-01 2.785063743586837504e+00
9.047619047619046562e-01 5.500000000000000444e-01 1.196187973020644391e+00
9.365079365079362894e-01 5.500000000000000444e-01 1.217193603516321665e-01
9.682539682539681447e-01 5.500000000000000444e-01 9.593963622897312563e-04
1.000000000000000000e+00 5.500000000000000444e-01 0.000000000000000000e+00
-1.000000000000000000e+00 5.713000000000000300e-01 0.000000000000000000e+00
-9.682539682539682557e-01 5.713000000000000300e-01 1.697540283189950859e-04
-9.365079365079365115e-01 5.713000000000000300e-01 4.403018951410675452e-02
-9.047619047619047672e-01 5.713000000000000300e-01 6.601123809777453832e-01
-8.730158730158730229e-01 5.713000000000000300e-01 2.057023048402655707e+00
-8.412698412698412787e-01 5.713000000000000300e-01 2.343400001525780763e+00
-8.095238095238095344e-01 5.713000000000000300e-01 1.431104660034821840e+00
-7.777777777777777901e-01 5.713000000000000300e-01 7.457942962654028340e-01
-7.460317460317460458e-01 5.713000000000000300e-01 5.776033401438472881e-01
-7.142857142857143016e-01 5.713000000000000300e-01 5.886287689246443300e-01
-6.825396825396825573e-01 5.713000000000000300e-01 4.922523498542697995e-01
-6.507936507936508130e-01 5.713000000000000300e-01 3.391246795653503066e-01
-6.190476190476190688e-01 5.713000000000000300e-01 2.509117126466536285e-01
-5.873015873015873245e-01 5.713000000000000300e-01 2.662477493285695940e-01
-5.555555555555555802e-01 5.713000000000000300e-01 3.767528533931803758e-01
-5.238095238095238360e-01 5.713000000000000300e-01 5.444345474289759013e-01
-4.920634920634920917e-01 5.713000000000000300e-01 8.286590576157808474e-01
-4.603174603174603474e-01 5.713000000000000300e-01 9.633169174205452601e-01
-4.285714285714286031e-01 5.713000000000000300e-01 6.845178604126188615e-01
-3.968253968253968589e-01 5.713000000000000300e-01 3.389854431147903413e-01
-3.650793650793651146e-01 5.713000000000000300e-01 1.985530853269874829e-01
-3.333333333333333703e-01 5.713000000000000300e-01 1.964197158815480793e-01
-3.015873015873016261e-01 5.713000000000000300e-01 2.222852706905011910e-01
