sigma,z,L,T,mean,sem
0.0,6,8192,1.9,3.232860169824024,0.03247500565978774
0.0,6,8192,1.925,2.701666723942755,0.02689435215414222
0.0,6,8192,1.95,2.252656432081052,0.02198053492398861
0.0,6,8192,1.975,1.8742807517511,0.0176898554615923
0.0,6,8192,2.0,1.5606530095929934,0.014032344929755346
0.0,6,8192,2.025,1.302981711859626,0.01097217179252705
0.0,6,8192,2.05,1.0918403044149292,0.008480601677597241
0.0,6,8192,2.075,0.9218013629924711,0.006480402784680429
0.0,6,8192,2.1,0.7848954877692645,0.0049050467562913435
0.0,6,8192,2.125,0.6740574940555689,0.003680258029561151
0.0,6,8192,2.15,0.5853611243269089,0.002753705466667386
0.0,6,8192,2.175,0.5137731213285243,0.002060263126941205
0.0,6,8192,2.2,0.4556268379615526,0.0015480038569513294
0.0,6,8192,2.225,0.408202855170102,0.001167779017188184
0.0,6,8192,2.25,0.3693526656887183,0.0008887185340399432
0.0,6,8192,2.275,0.3366692174016723,0.0006854256112936143
0.0,6,8192,2.3,0.3095862023777967,0.0005349859174550517
0.0,6,8192,2.325,0.2864010774882353,0.0004219054117627224
0.0,6,8192,2.35,0.26687052415233103,0.00034380550623011184
0.0,6,8192,2.375,0.2497650729571168,0.0002855444146375992
0.0,6,8192,2.4,0.2350832990717268,0.00024079556195632403
0.0,6,8192,2.425,0.2221852864378744,0.00020790038457193014
0.0,6,8192,2.45,0.2107891105968581,0.000179864327352611
0.0,6,8192,2.475,0.2006862511763713,0.00015780744835821006
0.0,6,8192,2.5,0.19180176086189135,0.00013811943121787578
